349.55,310.17,299.42,298.13,303.84,299.07,283.99,360.1,319.1,298.85,289.78,260.18,327.97,342.31,313.07,275.16,273.37,279.14,272.66,325.69,334.84,307.47,297.32,298.89,286.59,296.23,308.86,323.02,303.14,312.44,318.02,313.17,264.08,283.53,248.42,329.02,358.85,324.05,322.32,322.38,404.06,410.7,359.34,358.2,357.95,352.31,333.59,403.29,423.44,311.49,309.86,370.96,367.76,348.77,401.13,417.46,376.88,361.34,359.72,341.68,318.85,324.52,367.7,282.16,311.76,286.44,322.67,334.71,403.97,409.82,354.67,337.54,310.51,318.73,135.21,315.32,405.25,363.77,320.86,346.24,307.69,265.5,373.93,340.12,244.82,316.19,330.53,337.27,305.14,271.05,421.29,342.6,325.28,322.37,338.98,310.76,351.24,384.03,325.36,249.63,280.85,266.89,235.6,146.26,207.41,171.25,217.23,227.9,232.33,174.42,204.87,179.07,177.69,179.85,215.3,195.06,166.43,63.509,203.96,167.85,196.64,186.93,199.34,131.55,104.47,167.47,183.08,260.99,261.71,237.13,218.55,200.15,237.58,234.59,251.59,262.31,272.99,274.34,303.68,355.56,367.44,389.63,413.13,442.96,454.4,498.09,528.57,526.5,526.91,512.8,492.24,488.73,457.34,496.64,499.74,503.71,503.57,505.83,477.02,526.21,511.26,483.42,485.08,471.71,492.84,465.19,510.56,497.96,423.69,488.93,474.85,475.97,452.19,497.95,497.5
347.61,325.31,348.7,373.98,332.31,346.15,365.14,338.12,372.5,354.76,343.62,356.24,369.83,371.99,332.37,342.36,368.02,366.47,366.06,378.16,368.39,330.07,382.34,371.55,367.45,367.43,378.55,354.14,326.83,389.02,385.43,384.25,353.48,334.22,267.42,346.89,441.28,398.64,402.89,388.73,408.58,393.44,370.56,409.82,422.06,406.07,393.37,435.89,435.33,367.7,412.06,434.63,426.63,406.96,416.17,411.7,379.83,383.53,403.47,386.38,353.88,282.28,276.6,334.2,359.46,422.03,423.77,405.02,399.41,392.77,343.3,376.22,414.44,388.84,235.88,401.78,396.11,370.38,389.02,393.16,381.8,340.59,333.98,334.36,322.35,358.26,375.8,370.89,342.22,305.5,341.73,321.72,345.95,333.18,349.56,325,272.33,281.1,275.21,276.95,307.76,303.29,280.71,224.74,229.07,174.91,251.61,270.78,268.93,210.87,205.61,174.76,196.79,234.82,225.32,220.64,212.91,53.506,187.67,170.39,215,225,221.62,200.66,93.139,159.42,182.08,284.59,318.66,276.21,248.51,189.83,214.15,228.86,278.02,303.77,323.67,307.46,279.48,343.57,363.16,425.49,468.25,480.16,476.23,505.37,518.75,527.33,565.54,537.52,539.61,518.09,537.99,540.25,500.02,505.46,550.08,552.37,515.2,542.98,523.52,500.38,542.45,483.57,457.9,477.76,525.71,469.41,416.06,490.32,503.62,506.3,482.93,490.66,496.43
320.57,296.04,293.65,307.83,294.46,307.9,345.57,326.14,319.05,297.59,277.15,303.66,321.72,354,313.71,289.74,298.94,313.4,314.47,341.8,319.72,327.27,327.07,290.12,312.13,329.43,334.61,320.15,299.87,333.94,306.67,319.64,307.85,293.66,272.21,340.37,382.26,332.93,343.37,338.6,350.56,367.43,324.4,340.07,326.44,328.12,334.78,384.1,382.94,310.22,342.51,355.81,355.09,356.86,373.86,379.22,351.35,325.63,326.68,342.77,316.14,278.91,272.23,315,305.12,348.55,359.52,340.95,354.12,349.25,320.03,314.63,333.91,328.03,174.95,335.61,351.11,330.02,329.08,338.4,336.87,293.75,294.47,315.25,288.3,298.85,308.95,304.27,285.85,277.37,326.78,284.95,285.02,285.2,288.02,281.02,251.81,263.34,261.77,221.48,258.51,265.89,258.97,216.79,227.91,140.18,228.26,240.58,250.84,184.61,207.8,164.36,204.56,188.16,195.61,212.45,196.19,66.4,209.24,176.94,194.5,206.84,207.92,184.71,84.29,160.77,177.84,252.2,261.32,229.22,218.51,192.04,215.21,227.71,247.9,264.07,268.86,271.99,247.27,287.9,323.97,346.6,390.08,437.66,438.19,446.65,515.67,492.04,537.32,523.03,529.75,518.13,519.9,522.29,510.54,505.14,519.25,528.62,532.79,528.23,523,506.11,540.68,468.45,489.73,488.28,504.67,481.12,427.41,493.95,494.63,502.07,468.01,476.1,508.98
321.76,283.28,281.71,274.61,266.24,268.99,332.76,300.53,300.28,274.94,264.92,260.29,282.64,336.35,293.37,264.63,264.95,282.93,274.56,310.03,307.47,276.44,303.48,264.89,281.82,283.52,290.68,284.04,265.1,304.71,287.68,296.25,278.39,282.91,262.97,323.34,330.6,293.46,296.13,291.88,293.25,325.82,297.47,313.1,313.62,318.71,295.31,318.92,351.1,295.24,294.74,329.3,336.2,323.5,306.97,343.19,327.54,316.11,280.67,309.06,293.49,260.63,274.2,270.85,224.46,295.27,283.28,300.18,293.35,299.9,277.3,261.19,262.58,285.68,155.29,260.24,306.53,266.13,264.7,290.47,276.07,219.13,235.12,252.92,238.61,253.89,262.69,251.17,236.35,213.71,271.04,230.78,254.17,233.2,240.54,230.46,197.14,215.26,211.5,163.76,202.38,196.44,188.16,154.41,170.66,80.36,170.44,179.21,169.09,134.76,142.11,119.74,143.92,112.33,152.39,127.23,124.53,44.808,132.68,109.4,140.01,132.78,136.99,121.8,37.645,97.751,127.68,166.39,169.51,157.34,144.17,93.88,130.49,116.26,243.61,240.9,227.82,229.92,211.86,265.85,314.94,351.91,364.55,403.89,419.58,437.06,494.98,505.2,546.61,536.15,527.66,528.44,517.09,533.39,534.9,541.62,540.61,552.63,531.41,544.41,535.08,525.11,543.44,505.17,538.31,524.15,524.95,530.91,439.59,539.21,524.33,539.65,543.21,522.33,549.29
278.5,250.36,232.4,244.99,240.8,233.04,241.89,244,253.47,246.47,240.27,231.78,246.82,258.88,246.88,202.41,223.7,239.3,242.55,241.36,245.85,229.71,246.19,236.16,258.58,258.84,205.07,259.15,252.2,251.44,263.17,253.11,248.85,234.81,223.34,255.64,281.08,278.55,270.34,268.63,278.7,290.21,277.69,270.69,285.16,283.75,281.84,295.28,314.53,285.59,281.15,290.44,323.88,291.91,273.49,280.47,307.37,262.31,282.01,278.98,277.99,246.11,236.32,248.35,241.03,259.07,245.67,271,260.76,263.66,263.66,254.77,268.25,279.35,133.55,201.3,243.45,253.93,268.79,271.68,251.08,221.1,235.34,257.27,213.27,227.64,263.25,258.84,241.86,191.72,302.24,264.08,248.78,248.81,255.62,241.93,204.75,215.17,224.95,153.09,195.24,195.35,193.97,78.209,129.41,165.32,170.07,171.35,175.79,167.22,117.55,138.84,159.39,151.1,164.73,152.9,143.49,19.705,141.27,147.76,159.34,154.41,163.63,153.81,83.865,108.95,145.23,218.8,217.43,208.19,202.86,140.39,160.4,221.96,222.32,227.85,244.97,266.04,216.07,277.44,326.88,369.53,398.54,438.01,483.18,479.25,493.16,507.34,509.02,506.44,495.68,495,480.71,507.78,499.03,517.65,519.75,528.22,541.47,532.07,523.05,498.32,516.9,526.28,529.54,529.96,537.68,533,494.23,526.61,526.42,546.84,533.28,526.46,527.25
367.43,307.35,296.48,298.24,292.25,293.59,363.4,312.28,326.9,303.17,314.15,314.69,335.95,364.64,295.13,268.64,301,311.52,309.61,342.19,365.54,279.35,312.41,308.1,315.94,310.85,350.86,353.76,313.19,336.42,327.66,332.27,312.85,305.86,310.46,340.05,360.45,335.3,331.03,323.81,361.77,394.36,318.83,343.35,342.41,352.59,343.48,427.23,450.14,351.96,367.58,365.35,369.14,358.98,404.57,408.27,359.17,331.12,332.18,354.02,339.65,340.82,283.85,288.41,309.02,263.39,351.24,315.72,409.61,421.86,331.72,347.77,341.5,344.12,226.24,383.3,421.4,344.96,349.45,336.78,334.88,251.05,386.77,378.57,279.86,317.38,316.56,313.28,293.38,270.03,373.63,307.88,299.07,272.44,294.74,274.8,251.34,267.4,249.69,210.1,234.4,239.86,234.87,192.16,215.71,96.421,220.56,218.07,226.02,142.1,188.38,167.29,186.65,163.96,199.71,193.14,174.35,65.182,186.92,168.3,188.08,181.48,184.32,163.99,77.251,157.35,168.32,248.38,253.62,229.4,224.55,192.53,220.39,232.09,253.07,262.6,279.05,278.13,274.59,318.2,346.45,411.17,427.95,478.2,488.37,523.09,544.1,511.7,548.36,529.7,526.25,497.96,499.23,518.47,481.33,532.46,536.45,543.59,526.76,549.41,516.46,532.38,511.76,478.98,532.81,519.51,535.8,513.25,452.16,528.86,534.53,535.97,481.34,527,518.17
286.58,263.03,247.4,258.11,239.91,253.52,288.82,266.87,273.58,259.57,264.36,267.29,290.57,283.2,260.05,224.74,262.32,258,263.47,283.71,292.35,242.86,260.79,263.18,275.12,268.56,290.82,291.49,269.77,281.12,285.26,279.35,272.45,260.8,255,297.64,310.41,294.97,294.47,288.78,316.05,320.72,289.27,311.07,319.69,319.74,306.46,373.4,366.6,309.24,318.42,331.23,334.53,328.93,353.62,325.66,333.96,287.2,308.28,308.21,305.54,287.5,224.07,259.98,241.37,242.72,302.32,285.75,340.09,324.75,293.7,299.72,300.72,294.37,152.96,302.27,321.68,286.08,298.08,296.94,288.07,211.47,312.04,288.95,228.54,265.7,279.78,283.31,274.35,252.77,312.34,278.92,265.64,255.99,264.25,256.22,244.79,228.7,226.32,167.96,210.7,210.04,221.33,164.31,162.67,89.541,176.29,185.97,187.22,138.14,162.17,143.37,159.69,143.71,164.74,156.06,151.29,50.795,161.43,151.72,166.66,166.15,161.62,156.61,97.464,129.82,140.67,212.11,224.36,199.73,198.09,177.38,178.9,199.23,210.9,221.34,231.56,244.89,227.98,255.54,342.36,359.95,380.1,419.46,448.49,476.63,466.71,462.78,492.31,501.94,491.95,486.26,487.1,516.8,464.14,489.17,510.62,508.87,510.21,510.68,489.11,475.78,484.2,459.86,515.48,520.17,572.08,536.98,448.42,523.34,514.17,508.26,486.68,515.7,496.48
312.05,277.83,303.78,308.58,289.17,281.15,335.93,310.21,302.49,304.99,266.21,260.39,318.52,320.67,291.44,288.91,296.6,301.8,284.58,314.7,300.47,295.37,315.34,280.38,294.11,296.15,320.4,290.66,268.92,317.76,309.3,313.14,258.91,261.19,223.7,280.12,341.27,312.23,307.62,303.47,331.83,324.29,308.76,331.95,326.48,327.19,308.45,339.95,350.82,305.45,326.72,344.17,343.98,332.03,334.13,348.8,319.37,327.11,312.02,306.77,284.4,293.08,268.09,287.31,266.17,319.31,316.56,311.31,332.72,318.48,294.95,271.63,292.29,296.96,149.87,300.39,303.69,290.97,287.82,309.48,298.59,256.28,284.84,278.1,268.25,271.05,295.99,287.16,254.92,251.07,291.08,272.28,269.57,259.87,274.4,233.98,232.65,239.92,242.93,189.29,232.01,239.2,220.03,195.98,205.96,122.15,198.94,214.98,219.39,163,186.96,163.36,190.01,159.28,188.57,204.05,176.95,75.724,180.7,168.35,173.62,186.53,196.23,177.5,79.8,161.08,177.71,223.63,257.63,226.32,204.01,189.38,210.26,217.32,246.74,284.8,287.47,262.8,253.34,285.44,310.86,331.45,382.28,439.43,400.76,409.55,448.68,454.29,511.47,545.57,519.15,478.82,497.81,523.25,470.86,484.75,537.24,525.65,484.4,512.65,519.93,471.39,490.69,471.29,503.98,476.83,498.89,500.12,416.27,483.93,518.57,504.61,462.22,467.52,487.03
339.11,274.36,271.55,289.33,265.08,288.21,357.33,310.28,304.17,289.33,263.66,264.03,317.49,358.96,293.43,285.15,300.39,297.33,298.74,340.86,350.2,298.23,309.45,312.56,287.21,305.32,337.39,323.59,282.63,311.75,300.15,301.47,283.33,273.05,273.81,287.73,346.12,302.34,311.47,311.94,349.47,362.92,315.78,333.42,342.55,318.17,326.08,386.13,400.92,291.19,347.28,360.83,354.72,347.91,369.5,379.8,343.38,335.18,330.55,313.08,279.77,268.99,273.68,290.27,258,321.8,333.1,327.95,352.31,361.49,302.09,277.62,307.23,273.42,150.85,380.06,386.26,313.01,310.73,327.17,302.7,276.51,331.47,318.99,277.52,290.41,306.97,303.13,287.15,265.32,341.52,285.93,280.58,275.01,281.65,275.57,282.86,304.7,255.5,204.1,238.02,230.1,225.14,216.2,214.37,134.87,207.1,223.9,216.88,163.08,195.52,179.64,183.52,162.05,184.3,184.84,176.78,68.776,192.46,158.36,180.89,183.83,185.92,171.12,69.547,149.33,161.08,238,251.88,214.55,219.37,207.48,226.59,224.8,252.41,262.65,260.93,265.49,257.9,300.86,320.75,357.15,387.4,408.38,424.42,490.3,565.72,538.67,562.82,553.91,513.72,504.67,505.56,506.1,472.43,475.66,488.12,474.59,459.66,459.24,456.48,433.59,464.01,420.67,441.46,452.52,455.94,439.09,357.72,435.92,447.94,452.02,458.65,474.4,461.68
324.84,319.9,314.4,311.82,316.26,313.45,345.95,321.43,332.78,314.76,288.35,309.26,341.11,338.58,315.51,285.94,297.56,313.71,326.22,341.9,331.7,303.02,323.08,321.63,321.13,317.7,345.48,334.42,297.75,348.63,328.54,333.04,322.42,282.66,281.1,347.44,390.86,372.1,353.18,347.52,372.38,358.3,328.97,351.05,356.41,353.28,345.6,408.21,405.97,357.71,369.88,389.91,376,374.62,406.11,377.97,362.51,348.87,356.06,367.02,340.23,320.58,247.07,320.67,302.47,360.52,379.83,371.69,405.83,390.1,347.74,352.36,368.37,347.43,204.37,372.02,370.68,352.91,364.15,371.54,357.27,283.57,386.84,366.44,328.43,335.11,348.49,331.22,332.17,340.03,363.83,322.63,333.26,317.6,324.21,311.01,318.85,315.85,290.47,245.98,284.95,282.85,268.78,264.38,246.63,108.1,246.82,259.16,250.47,194.1,235.55,158.57,203.61,191.12,210.09,218.74,190.71,74.897,202.79,172.67,189.86,195.52,194.26,189.87,100.68,165.14,182.63,244.88,265.91,229.79,257.87,242.69,236.86,251.88,281.76,289.57,288.47,307.17,312.08,342,359.85,397.62,425.03,433.73,468.62,492.68,497.52,514.06,535.61,529.74,516.48,513.1,501.43,520.09,483.89,507.92,516.42,538.24,514.42,558.92,536.21,507.08,505.7,435.48,459.08,500.94,513.87,486.21,427.64,486.03,493.93,486.22,489.35,513.01,507.22
