17.909,19.266,20.019,20.614,22,23.567,24.258,24.549,25.228,25.73,26.914,27.465,28.377,28.576,28.344,28.633,27.974,27.795,28.426,29.124,29.65,30.527,30.72,29.675,30.167,30.531,29.98,28.754,28.106,28.751,29.266,30.627,30.915,30.555,29.849,30.107,30.008,29.217,30.151,30.984
13.361,14.054,14.503,15.158,16.476,17.601,18.385,18.795,19.689,20.221,20.743,20.962,21.493,21.201,20.932,21.259,21.238,20.787,21.204,21.964,22.32,22.829,23.127,22.624,22.611,23.315,23.127,22.61,21.913,22.172,22.433,22.447,22.743,22.808,22.222,22.156,21.903,21.651,22.281,22.929
18.382,18.928,19.527,20.991,21.376,22.321,23.378,23.688,24.628,24.828,25.956,26.13,26.281,25.537,24.778,25.076,25.341,25.952,26.73,26.336,26.847,26.782,26.607,26.164,26.127,25.677,24.941,26.409,26.194,25.547,25.288,26.323,26.224,25.388,25.982,25.814,25.454,25.752,25.891,25.368
15.834,16.127,16.767,17.448,18.531,19.999,21.516,21.968,22.284,22.727,24.084,24.179,24.559,24.922,24.504,24.218,23.82,24.006,24.24,24.863,25.738,26.219,26.856,26.477,27.016,27.094,26.49,25.85,24.79,24.318,24.363,25.233,24.781,24.831,24.364,23.629,23.571,23.397,24.224,24.778
15.732,15.637,16.424,17.165,18.028,19.506,21.092,21.6,21.992,22.52,23.843,23.883,24.658,24.812,24.517,24.507,24.592,24.898,25.096,25.706,26.198,26.572,27.269,27.18,27.455,27.274,26.951,26.545,25.567,25.514,25.446,25.863,25.679,25.659,24.997,24.389,24.624,24.83,25.036,25.361
17.521,17.658,18.652,19.606,20.738,22.305,23.717,24.397,25.083,25.76,27.168,27.385,28.083,28.173,27.655,27.616,27.2,27.631,28.321,29.378,29.953,30.204,30.536,30.379,31.09,30.824,30.407,30.046,29.368,29.262,29.117,29.588,29.463,29.368,28.536,27.803,28.279,28.594,28.973,29.291
13.368,12.834,12.577,12.599,13.058,13.995,14.665,15.052,15.254,15.402,16.62,16.384,17.075,17.806,18.013,17.416,16.839,17.024,17.087,17.279,17.919,18.195,18.474,18.599,20.157,20.099,18.896,18.386,17.73,17.249,16.983,18.208,17.64,17.507,16.956,16.383,16.244,16.291,17.134,17.244
14.746,15.229,15.601,16.787,17.747,19.111,19.725,19.83,20.865,20.823,23.015,23.22,23.159,22.335,22.321,22.425,21.533,22.309,23.209,23.327,24.37,25.016,25.68,24.29,23.73,23.552,23.097,23.437,22.996,22.673,21.897,24.03,23.539,22.623,22.686,22.272,22.659,22.75,23.033,23.021
11.564,11.243,11.524,11.755,12.015,12.906,13.962,14.562,14.827,14.593,15.422,15.119,15.525,15.705,15.866,15.828,15.797,15.765,15.728,15.826,16.286,16.281,17.003,16.878,17.093,17.498,17.411,17.409,16.665,16.506,16.179,16.576,16.177,16.453,16.142,15.871,15.915,15.706,15.784,16.032
6.1596,6.028,6.2313,6.5843,7.0612,7.5889,7.9597,8.2073,8.5629,8.723,9.1834,9.2352,9.6484,9.7978,9.7246,9.6243,9.5958,9.5388,9.5061,9.9235,10.374,10.485,10.694,10.768,11.049,10.927,10.539,10.181,9.8685,10.048,10.189,10.434,10.237,10.289,9.9766,9.623,9.6447,9.8072,10.121,10.307
