6.1267,5.9954,6.3233,6.3771,6.6734,7.2977,7.916,8.1851,8.2633,8.3329,8.9784,9.0699,9.4852,9.6717,9.584,9.3101,9.1656,9.139,9.2434,9.4487,9.5997,9.7158,10.167,10.295,10.702,10.828,10.483,10.073,9.7171,9.6165,9.549,9.9344,9.7401,9.9003,9.5273,9.1606,9.1597,9.1275,9.3916,9.6717
6.8255,7.1428,6.9507,6.9055,7.53,8.2627,8.6879,8.4772,8.5744,8.7275,9.5175,9.6402,10.017,10.006,10.033,9.8952,9.7819,9.6224,9.6685,9.7895,10.11,10.728,11.036,10.607,10.547,10.891,10.469,9.9546,9.7838,10.058,9.9244,10.172,10.258,10.152,9.6736,9.5406,9.3249,9.441,9.7111,10.093
13.911,13.63,14.339,15.078,16.013,17.364,18.805,19.427,19.958,20.52,21.838,21.778,22.355,22.429,22.33,22.265,22.682,23.042,23.229,23.669,24.074,24.31,25.045,25.054,24.995,25.335,25.22,24.718,23.915,24.005,23.866,24.194,24.018,24.066,23.443,23.067,23.263,23.243,23.318,23.834
6.4933,6.2625,6.3874,6.3116,6.7308,7.2997,7.3962,7.6763,7.737,7.6971,8.2801,8.4367,8.8163,8.9545,9.4856,9.0552,8.629,8.9421,9.1495,8.9743,9.0946,9.5918,9.83,9.8354,10.094,9.9085,9.4735,8.9718,9.1151,9.5512,9.2919,9.9472,10.058,9.9414,9.4811,9.3624,9.4937,9.5165,9.7027,9.8676
14.684,15.248,14.952,15.31,16.742,18.116,19.398,19.939,20.903,20.885,22.539,23.278,23.342,23.321,23.77,23.672,22.229,21.774,22.862,23.283,23.814,24.537,25.188,24.706,25.518,26.825,26.37,25.368,23.683,22.681,22.887,24.685,24.945,25.166,24.426,23.471,23.143,22.768,23.786,24.234
18.578,19.377,21.118,21.881,22.487,22.081,23.616,23.508,23.644,23.665,23.816,24.155,24.636,23.61,21.921,22.284,21.944,21.096,21.19,22.077,22.733,22.456,22.744,23.04,22.418,21.53,20.829,22.662,22.188,20.421,20.324,20.418,19.948,19.959,19.684,18.831,18.962,20.109,20.588,20.146
8.2034,7.9778,8.5223,8.7153,8.8979,9.6586,10.289,10.58,10.786,11.022,11.705,11.9,12.416,12.404,12.528,12.482,12.439,12.388,12.523,12.858,12.942,13.146,13.506,13.529,13.573,13.412,13.439,13.383,12.853,12.943,13.021,13.287,13.244,13.537,12.991,12.756,12.934,12.848,12.942,12.909
10.331,10.75,10.54,11.201,12.264,13.438,14.333,14.144,14.769,15.622,16.446,16.337,16.574,16.784,16.105,16.695,17.115,17.824,17.563,18.141,18.545,18.794,18.766,18.081,17.934,17.857,18.622,18.423,17.622,17.53,17.858,17.842,17.713,17.753,17.529,17.416,17.588,17.143,17.448,17.869
2.6586,2.7869,2.8602,2.9086,3.131,3.4026,3.5745,3.7203,3.7399,3.7491,4.183,4.2819,4.2288,4.1988,4.2798,4.1323,3.8262,3.8035,4.0655,4.1263,4.2532,4.3418,4.4683,4.3146,4.6057,4.8489,4.6902,4.5204,4.207,4.1463,4.0533,4.4148,4.4016,4.4617,4.2003,4.0427,4.0867,3.9585,4.1684,4.2962
9.7499,10.014,11.656,12.914,13.219,13.916,14.524,15.206,15.555,16.169,15.895,15.975,16.218,15.81,14.733,14.947,15.443,15.47,15.113,16.478,16.577,16.26,16.017,16.251,16.167,15.639,16.421,16.267,16.22,15.654,16.122,15.079,14.961,15.43,15.448,14.816,14.925,15.615,15.589,15.606
