-19,-12,12,-20,-20,-18,-10,2,-17,-17,-23,-15,-20,-27,-18,-22,-15,-28,-27,-26,-33,-25,-18,-37,-33,-22,-13,-1,-14,-19,-29,-18,-13,-39,-25,-22,-10,-23,-38,-18,-12,-5,12,-25,-19,-18,-14,-31,-11,-17,-20,-13,-2,-29,-18,-21,-13,-17,-7,-21,-29,-19,-19,-57,-26,-18,-8,-10,-24,-15,-23,-15,21,-34,-18,-31,-17,-37,-61,-26,-26,-16,-27,-52,-18,-30,-16,-27,-47,-37,-31,-18,-33,-58,-23,-35,-19,-49,-52,-25
-19,-13,-6,-17,-33,-17,-10,-11,-11,-27,-22,-15,-25,-24,-32,-22,-16,-38,-29,-38,-35,-27,-40,-30,-38,-23,-15,-9,-35,-31,-28,-17,-22,-42,-33,-21,-13,-18,-36,-43,-18,-10,-7,-29,-35,-15,-12,-19,-10,-35,-20,-14,-6,-22,-34,-19,-12,-16,-9,-35,-30,-19,-31,-55,-35,-16,-9,-2,-28,-38,-24,-16,3,-31,-36,-32,-20,-41,-58,-42,-21,-16,-11,-47,-39,-27,-15,-20,-46,-36,-26,-14,-17,-52,-39,-30,-14,-41,-51,-37
-20,-13,-17,-16,-32,-15,-10,-4,-3,-27,-22,-16,-28,-22,-32,-23,-16,-31,-35,-39,-36,-28,-47,-36,-37,-24,-17,-13,-35,-32,-30,-22,-27,-42,-33,-19,-14,4,-30,-45,-17,-11,-15,-26,-35,-15,-14,-19,-10,-36,-19,-14,-4,-17,-36,-17,-13,-15,-11,-35,-31,-23,-41,-54,-35,-15,-9,0,-26,-38,-24,-17,8,-27,-37,-32,-20,-37,-57,-43,-20,-16,-14,-47,-41,-27,-15,-24,-44,-35,-26,-17,-22,-51,-40,-29,-16,-43,-52,-38
-18,-15,-21,-13,-33,-13,-11,6,4,-26,-18,-14,-17,-28,-32,-23,-17,-35,-35,-39,-36,-29,-41,-31,-37,-23,-16,-15,-36,-31,-30,-21,-24,-38,-32,-18,-13,-3,-22,-44,-16,-9,-1,-26,-34,-14,-14,-25,-9,-35,-19,-14,-21,-21,-36,-17,-12,-17,-11,-34,-30,-20,-39,-56,-35,-14,-7,6,-27,-38,-22,-16,8,-24,-36,-32,-21,-38,-59,-42,-19,-14,-5,-50,-40,-28,-17,-25,-45,-37,-27,-19,-29,-54,-40,-28,-17,-43,-51,-38
-19,-12,-13,-17,-33,-16,-13,-15,-2,-26,-21,-15,-22,-29,-32,-23,-17,-41,-35,-39,-36,-26,-45,-34,-37,-26,-17,-14,-35,-32,-33,-22,-34,-39,-33,-19,-12,-11,-33,-45,-18,-11,-13,-31,-35,-14,-15,-20,-8,-36,-21,-16,-20,-16,-36,-17,-12,-18,-8,-35,-30,-21,-36,-54,-35,-17,-12,-21,-29,-39,-25,-18,-5,-30,-37,-32,-20,-41,-59,-44,-21,-16,-17,-49,-41,-27,-15,-19,-47,-36,-25,-16,-20,-52,-40,-28,-17,-39,-49,-38
-16,-14,-19,-17,-33,-13,-10,-8,-5,-26,-20,-15,-22,-20,-32,-24,-17,-37,-36,-39,-38,-30,-45,-33,-37,-25,-16,-14,-38,-31,-32,-19,-27,-40,-32,-18,-13,-11,-42,-45,-13,-10,2,-29,-35,-15,-16,-14,-13,-35,-20,-15,-13,-16,-37,-16,-11,-15,-9,-34,-32,-25,-44,-52,-35,-15,-11,-2,-28,-38,-24,-18,-1,-33,-36,-33,-21,-42,-57,-44,-19,-15,-12,-47,-41,-34,-20,-33,-52,-24,-26,-18,-22,-52,-40,-29,-18,-40,-52,-38
-26,0,-34,-30,-23,-17,-4,-6,-9,-16,-23,-9,-20,-14,-19,-22,-10,-17,-37,-25,-39,-27,-42,-40,-30,-24,-10,-2,-18,-19,-32,-20,-16,-31,-23,-24,-2,-8,-40,-17,-12,6,4,-25,-15,-16,-11,-24,-12,-14,-21,2,-20,-30,-15,-19,-7,-16,-7,-20,-31,-19,-28,-56,-25,-18,-3,3,-21,-14,-24,-14,16,-37,-17,-33,-12,-49,-61,-25,-27,-13,-28,-53,-17,-30,-14,-27,-45,-20,-40,-18,-63,-64,-29,-43,-21,-76,-63,-33
-15,13,3,-20,-34,-16,-3,-8,-12,-29,-20,-9,-21,-13,-33,-20,-9,-30,-32,-40,-37,-25,-45,-32,-37,-24,-11,-4,-38,-32,-30,-19,-17,-39,-32,-18,-4,0,-39,-44,-13,0,7,-29,-34,-14,-12,-15,-12,-36,-16,2,-3,-20,-34,-17,-7,-15,-9,-36,-29,-17,-27,-52,-35,-14,-2,12,-25,-38,-24,-14,8,-30,-37,-31,-14,-44,-57,-43,-21,-14,-12,-44,-40,-29,-15,-19,-45,-36,-23,2,-18,-50,-39,-27,0,-43,-51,-37
-17,-6,-5,-21,-33,-14,-5,6,-2,-27,-20,-11,-19,-19,-32,-21,-12,-20,-38,-40,-36,-23,-39,-33,-37,-22,-11,4,-34,-33,-30,-20,-14,-34,-32,-18,-8,-3,-34,-46,-12,-5,5,-26,-35,-13,-12,-10,-10,-36,-16,-9,15,-13,-36,-15,-8,-6,-8,-36,-29,-18,-33,-53,-35,-14,-7,6,-26,-39,-23,-15,21,-30,-37,-30,-16,-37,-56,-44,-19,-11,-11,-47,-42,-26,-15,-17,-44,-36,-25,-10,-21,-51,-40,-28,-10,-42,-52,-39
-18,-10,-16,-20,-34,-15,-10,-8,4,-27,-21,-13,-24,-26,-33,-23,-13,-34,-39,-40,-36,-26,-47,-29,-37,-24,-14,-11,-34,-33,-30,-20,-23,-39,-32,-18,-10,-7,-25,-45,-15,-8,-5,-27,-33,-15,-14,-16,-12,-36,-18,-11,-17,-15,-36,-15,-10,-18,-10,-35,-30,-18,-42,-54,-35,-17,-10,-14,-30,-39,-22,-15,19,-27,-37,-31,-19,-44,-59,-44,-19,-14,-13,-49,-42,-27,-14,-17,-43,-35,-24,-14,-22,-51,-40,-28,-15,-40,-52,-39
